ProbenNrPseud,Target_Adverse,PnMgT,MatrixGrT,MatrixT,BetriebsartT,Country_Feature,Processing_Feature,Packaging_Feature,Sampling_Date,Sampling_Month
6882,0,Monitoring-Planprobe,Frischgemüse ausgenommen Rhabarber,Endivie,Obst- und Gemüseeinzelhandel und (eigenständige) -verkaufsabteilung,Deutschland,Unverarbeitet/roh,Unverpackt,2023-10-24,10
6883,0,Monitoring-Planprobe,Frischgemüse ausgenommen Rhabarber,Endivie,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Italien,Unverarbeitet/roh,Unverpackt,2023-11-07,11
6884,0,EG(KKP)- und Monitoring-Planprobe,Frischgemüse ausgenommen Rhabarber,Zwiebel,Gartenbaubetrieb,Deutschland,Unverarbeitet/roh,Unverpackt,2023-09-01,9
6885,0,Monitoring-Planprobe,Obstprodukte ausgenommen 310000 und 410000 einschl. Rhabarber,Dattel getrocknet,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Tunesien,Entsteint/entstielt,Kunststoff/-folie,2023-04-28,4
6886,0,Monitoring-Planprobe,Gewürze,Pfeffer schwarz Fruchtgewürz,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Ungeklärt,Gemahlen/geschrotet,Glas farblos,2023-03-01,3
6887,0,Monitoring-Planprobe,Gemüseerzeugn. und Gemüsezuber. ausgen. Rhabarber u. 200700 u. 201700,Rotalge; Nori; Seegras (Porphyra ssp.) getrocknet,Einzelhändler,Spanien,Keine Angabe,Kombinationsverpackung aus Pappe und Folie,2023-10-05,10
6888,0,Monitoring-Projektprobe,Süßwaren ausgenommen 440000,Lakritz,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Ungeklärt,Keine Angabe,Keine Angabe,2023-09-26,9
6890,0,Monitoring-Planprobe,Hülsenfrüchte Ölsamen Schalenobst,Mohn,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Ohne Angabe,Keine Angabe,Kunststoff/-folie,2023-08-28,8
6891,0,Monitoring-Planprobe,Getreide,Langkornreis,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Italien,Gereinigt,Kunststoff/-folie,2023-11-08,11
6892,0,Monitoring-Planprobe,Frischgemüse ausgenommen Rhabarber,Endivie,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Italien,Keine Angabe,Keine Angabe,2023-11-21,11
6894,0,Monitoring-Planprobe,Krusten- Schalen- Weichtiere sonstige Tiere u. Erzeugnisse daraus,Geißelgarnele (Penaeidae sp.),Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Venezuela,Thermisch gegart,Kunststoff/-folie,2023-04-19,4
6895,0,Monitoring-Planprobe,Frischgemüse ausgenommen Rhabarber,Endivie,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Deutschland,Unverarbeitet/roh,Kunststoff/-folie,2023-09-13,9
6897,0,EG(KKP)- und Monitoring-Planprobe,Getreide,Roggenkörner,Getreidelager,Deutschland,Gereinigt,Umhüllt,2023-09-07,9
6898,0,EG(KKP)- und Monitoring-Planprobe,Frischobst einschließlich Rhabarber,Orange,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Spanien,Unverarbeitet/roh,Gewebe aus Kunstfaser,2023-01-24,1
6899,0,Monitoring-Planprobe,Kartoffeln und stärkereiche Pflanzenteile,Kartoffel festkochend (Salatware),Direktvermarkter/Verkaufsstelle Obst und Gemüse,Deutschland,Unverarbeitet/roh,Unverpackt,2023-01-31,1
6900,0,Monitoring-Planprobe,Frischobst einschließlich Rhabarber,Zitrone,Lebensmittellager Zentrallager,Spanien,Keine Angabe,Keine Angabe,2023-10-09,10
6902,0,Monitoring-Planprobe,Getreide,Reis ungeschliffen,Großhändler für Lebensmitteleinzelhandel (Vollsortiment),Deutschland,Keine Angabe,Kunststoff/-folie,2023-11-28,11
6903,0,EG(KKP)- und Monitoring-Planprobe,Fleisch warmblütiger Tiere auch tiefgefroren,Keule Lamm/Schaf auch tiefgefroren,Schlachthof/Schlachtbetrieb,Deutschland,Unverarbeitet/roh,Unverpackt,2023-04-26,4
6904,0,Monitoring-Projektprobe,Obstprodukte ausgenommen 310000 und 410000 einschl. Rhabarber,Aprikose getrocknet,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Türkei,Ungeschwefelt,Keine Angabe,2023-06-22,6
6906,0,Monitoring-Planprobe,Frischgemüse ausgenommen Rhabarber,Mohrrübe; Karotte; Möhre,Obst- und Gemüseeinzelhandel und (eigenständige) -verkaufsabteilung,Deutschland,Keine Angabe,Unverpackt,2023-08-07,8
6907,0,Monitoring-Planprobe,Frischgemüse ausgenommen Rhabarber,Endivie,Marktstand,Niederlande,Unverarbeitet/roh,Keine Angabe,2023-09-20,9
6908,0,EG(KKP)- und Monitoring-Planprobe,Frischobst einschließlich Rhabarber,Orange,Marktstand,Italien,Keine Angabe,Kunststoff/-folie,2023-01-10,1
6910,0,EG(KKP)- und Monitoring-Planprobe,Frischobst einschließlich Rhabarber,Birne,Lebensmittellager Zentrallager,Niederlande,Keine Angabe,Keine Angabe,2023-01-16,1
6912,0,Monitoring-Planprobe,Gemüseerzeugn. und Gemüsezuber. ausgen. Rhabarber u. 200700 u. 201700,Grüne Bohne tiefgefroren,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Europäische Union,Tiefgekühlt/tiefgefroren,Kunststoff/-folie,2023-06-16,6
6913,0,Monitoring-Planprobe,Käse,Blauschimmelkäse Doppelrahmstufe,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Deutschland,Gereift mit Schimmelkulturen,Wachspapier/-karton,2023-01-31,1
6914,0,Monitoring-Projektprobe,Gemüseerzeugn. und Gemüsezuber. ausgen. Rhabarber u. 200700 u. 201700,Rotalge; Nori; Seegras (Porphyra ssp.) getrocknet,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),"Korea, Republik",Getrocknet,Kunststoff/-folie,2023-04-20,4
6915,0,Monitoring-Planprobe,Frischgemüse ausgenommen Rhabarber,Bohne grüne,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Spanien,Unverarbeitet/roh,Kunststoff/-folie,2023-07-18,7
6916,0,Monitoring-Planprobe,Frischobst einschließlich Rhabarber,Clementine,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Spanien,Unverarbeitet/roh,Keine Angabe,2023-12-11,12
6917,0,Monitoring-Planprobe,Hülsenfrüchte Ölsamen Schalenobst,Erdnuss geröstet mit Schale,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Vereinigte Staaten von Amerika,Ungeschält,Verpackt,2023-07-27,7
6918,0,Monitoring-Planprobe,Hülsenfrüchte Ölsamen Schalenobst,Erdnuss geröstet mit Schale,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Ägypten,Ungeschält,Kunststoff/-folie,2023-12-07,12
6919,0,Monitoring-Planprobe,Getreideprodukte Backvormischungen Brotteige Massen und Teige für,Dinkelmehl Type 630,Drogerie/Parfümerie,Ungeklärt,Gemahlen/geschrotet,Papier,2023-03-02,3
6920,0,Monitoring-Planprobe,Gemüseerzeugn. und Gemüsezuber. ausgen. Rhabarber u. 200700 u. 201700,Grüne Bohne tiefgefroren,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Belgien,Tiefgekühlt/tiefgefroren,Kunststoff/-folie,2023-07-19,7
6921,0,EG(KKP)- und Monitoring-Planprobe,Hülsenfrüchte Ölsamen Schalenobst,Bohne schwarz,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Argentinien,Keine Angabe,Keine Angabe,2023-09-19,9
6922,0,Monitoring-Planprobe,Obstprodukte ausgenommen 310000 und 410000 einschl. Rhabarber,Süßkirsche tiefgefroren,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Türkei,Keine Angabe,Wachspapier/-karton,2023-03-01,3
6923,0,Monitoring-Planprobe,Frischgemüse ausgenommen Rhabarber,Feldsalat,Einzelhändler,"Frankreich, einschl. Korsika",Keine Angabe,Keine Angabe,2023-01-31,1
6924,0,Monitoring-Planprobe,Gewürze,Pfeffer schwarz Fruchtgewürz,Herstellungsbetrieb für Fleischerzeugnisse mit Rohanteil,Deutschland,Gemahlen/geschrotet,Kunststoff/-folie,2023-02-20,2
6925,0,Monitoring-Planprobe,Gemüseerzeugn. und Gemüsezuber. ausgen. Rhabarber u. 200700 u. 201700,Grüne Bohne tiefgefroren,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Deutschland,Keine Angabe,Karton/Pappe,2023-11-15,11
6926,0,EG(KKP)- und Monitoring-Planprobe,Frischgemüse ausgenommen Rhabarber,Mohrrübe; Karotte; Möhre,Obst- und Gemüseeinzelhandel und (eigenständige) -verkaufsabteilung,Deutschland,Keine Angabe,Keine Angabe,2023-05-09,5
6927,0,Monitoring-Planprobe,Kartoffeln und stärkereiche Pflanzenteile,Kartoffel festkochend (Salatware),Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Österreich,Unverarbeitet/roh,Kunststoff/-folie,2023-03-20,3
6928,0,Monitoring-Planprobe,Getreide,Reis ungeschliffen,Einzelhändler,Ohne Angabe,Ungeschält,Verpackt,2023-01-16,1
6930,0,Monitoring-Planprobe,Frischobst einschließlich Rhabarber,Mandarine,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Spanien,Keine Angabe,Gewebe aus Kunstfaser,2023-01-10,1
6931,0,Monitoring-Planprobe,Frischgemüse ausgenommen Rhabarber,Bohne grüne,Obst- und Gemüseeinzelhandel und (eigenständige) -verkaufsabteilung,Deutschland,Unverarbeitet/roh,Unverpackt,2023-06-28,6
6932,0,Monitoring-Planprobe,Getreideprodukte Backvormischungen Brotteige Massen und Teige für,Dinkelmehl Type 630,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Deutschland,Gemahlen/geschrotet,Papier,2023-07-17,7
6933,0,Monitoring-Planprobe,Frischobst einschließlich Rhabarber,Satsumas,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Spanien,Keine Angabe,Keine Angabe,2023-10-18,10
6934,0,Monitoring-Planprobe,Fleisch warmblütiger Tiere auch tiefgefroren,Fleischteilstück Wildschwein auch tiefgefroren,Direktvermarkter Wildfleisch,Deutschland,Unverarbeitet/roh,Keine Angabe,2023-10-10,10
6935,0,Monitoring-Planprobe,Krusten- Schalen- Weichtiere sonstige Tiere u. Erzeugnisse daraus,Prawns (Aristeomorpha sp.),Keine Angabe,"Indien, einschl. Sikkim und Goa",Keine Angabe,Keine Angabe,2023-12-11,12
6936,0,Monitoring-Planprobe,Frischgemüse ausgenommen Rhabarber,Kürbis,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Deutschland,Unverarbeitet/roh,Kunststoff/-folie,2023-10-18,10
6937,0,Monitoring-Planprobe,Getreide,Basmatireis,Drogerie/Parfümerie,Ohne Angabe,Gereinigt,Verpackt,2023-06-28,6
6938,0,EG(KKP)- und Monitoring-Planprobe,Frischgemüse ausgenommen Rhabarber,Blumenkohl,Großhändler von Obst und Gemüse und -erzeugnissen,Italien,Unverarbeitet/roh,Umhüllt,2023-02-27,2
6939,0,Monitoring-Planprobe,Gewürze,Pfeffer schwarz Fruchtgewürz,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Ungeklärt,Gemahlen/geschrotet,Glas,2023-06-19,6
6940,0,EG(KKP)- und Monitoring-Planprobe,Frischgemüse ausgenommen Rhabarber,Zwiebel,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Niederlande,Keine Angabe,Keine Angabe,2023-05-16,5
6941,0,Monitoring-Planprobe,Gewürze,Pfeffer schwarz Fruchtgewürz,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Deutschland,Gemahlen/geschrotet,Glas farblos,2023-03-28,3
6942,0,Monitoring-Planprobe,Frischgemüse ausgenommen Rhabarber,Gurke,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Spanien,Unverarbeitet/roh,Kunststoff/-folie,2023-02-21,2
6943,0,Monitoring-Projektprobe,Gemüseerzeugn. und Gemüsezuber. ausgen. Rhabarber u. 200700 u. 201700,Rotalge; Nori; Seegras (Porphyra ssp.) getrocknet,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),"Korea, Republik",Keine Angabe,Kunststoff/-folie,2023-05-15,5
6944,0,Monitoring-Planprobe,Hülsenfrüchte Ölsamen Schalenobst,Erdnuss geröstet mit Schale,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Ungeklärt,Keine Angabe,Keine Angabe,2023-06-13,6
6945,0,Monitoring-Planprobe,Gemüseerzeugn. und Gemüsezuber. ausgen. Rhabarber u. 200700 u. 201700,Grüne Bohne tiefgefroren,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Belgien,Tiefgekühlt/tiefgefroren,Kunststoff/-folie,2023-07-10,7
6946,0,EG(KKP)- und Monitoring-Planprobe,Frischobst einschließlich Rhabarber,Birne,Lebensmittellager Zentrallager,Ungeklärt,Keine Angabe,Keine Angabe,2023-02-02,2
6947,0,EG(KKP)- und Monitoring-Planprobe,Fleisch warmblütiger Tiere auch tiefgefroren,Fleischteilstück Ente auch tiefgefroren,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Deutschland,Unverarbeitet/roh,Verpackt unter Vakuum,2023-09-28,9
6948,0,Monitoring-Planprobe,Frischgemüse ausgenommen Rhabarber,Gurke,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Spanien,Unverarbeitet/roh,Keine Angabe,2023-03-17,3
6949,0,Monitoring-Planprobe,Fleisch warmblütiger Tiere auch tiefgefroren,Fleischteilstück Wildschwein auch tiefgefroren,Wildbearbeitungsbetrieb,Deutschland,Tiefgekühlt/tiefgefroren,Kunststoff/-folie,2023-03-13,3
6950,0,Monitoring-Planprobe,Frischgemüse ausgenommen Rhabarber,Gurke,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Spanien,Unverarbeitet/roh,Kunststoff/-folie,2023-02-07,2
6951,0,Monitoring-Planprobe,Hülsenfrüchte Ölsamen Schalenobst,Mohn,Metzgereifiliale Fleischereifiliale und (eigenständige) -verkaufsabteilung,Ungeklärt,Keine Angabe,Kunststoff/-folie,2023-04-18,4
6952,0,Monitoring-Planprobe,Fische und Fischzuschnitte,Kabeljau Filet,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Ohne Angabe,Ohne Haut,Keine Angabe,2023-10-04,10
6953,0,Monitoring-Planprobe,Gewürze,Pfeffer schwarz Fruchtgewürz,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Ungeklärt,Gemahlen/geschrotet,Metallverpackungen,2023-02-06,2
6954,0,Monitoring-Planprobe,Fleisch warmblütiger Tiere auch tiefgefroren,Brust Ente auch tiefgefroren,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),"Frankreich, einschl. Korsika",Tiefgekühlt/tiefgefroren,Verpackt,2023-11-14,11
6955,0,Monitoring-Planprobe,Getreideprodukte Backvormischungen Brotteige Massen und Teige für,Roggenvollkornmehl,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Deutschland,Keine Angabe,Keine Angabe,2023-11-13,11
6956,0,Monitoring-Planprobe,Frischgemüse ausgenommen Rhabarber,Feldsalat,Fleischerei/Metzgerei ohne Schlachthaus,Italien,Unverarbeitet/roh,Kunststoff/-folie,2023-12-07,12
6957,0,Monitoring-Planprobe,Frischobst einschließlich Rhabarber,Zitrone,Lebensmittellager Zentrallager,Spanien,Keine Angabe,Keine Angabe,2023-10-16,10
6958,0,Monitoring-Planprobe,Frischgemüse ausgenommen Rhabarber,Gurke,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Niederlande,Unverarbeitet/roh,Umhüllt,2023-08-16,8
6959,0,Monitoring-Planprobe,Hülsenfrüchte Ölsamen Schalenobst,Leinsamen,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Kasachstan,Unverarbeitet/roh,Verpackt,2023-10-25,10
6960,0,Monitoring-Planprobe,Getreideprodukte Backvormischungen Brotteige Massen und Teige für,Dinkelmehl Type 1050,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Ohne Angabe,Gemahlen/geschrotet,Papier,2023-01-24,1
6961,0,EG(KKP)- und Monitoring-Planprobe,Getreideprodukte Backvormischungen Brotteige Massen und Teige für,Roggenvollkornmehl,Kiosk/Mini-Markt,Deutschland,Gemahlen/geschrotet,Verpackt,2023-03-07,3
6963,0,Monitoring-Planprobe,Getreideprodukte Backvormischungen Brotteige Massen und Teige für,Dinkelmehl Type 1050,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Deutschland,Keine Angabe,Keine Angabe,2023-07-05,7
6965,0,EG(KKP)- und Monitoring-Planprobe,Frischobst einschließlich Rhabarber,Kiwi,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Griechenland,Keine Angabe,Keine Angabe,2023-02-27,2
6966,0,Monitoring-Planprobe,Krusten- Schalen- Weichtiere sonstige Tiere u. Erzeugnisse daraus,Garnelenfleisch in Öl,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Ungeklärt,Keine Angabe,Kunststoff/-folie,2023-07-31,7
6967,0,Monitoring-Planprobe,Hülsenfrüchte Ölsamen Schalenobst,Leinsamen aufgebrochen/geschrotet,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Deutschland,Gemahlen/geschrotet,Kunststoff/-folie,2023-04-25,4
6968,0,EG(KKP)- und Monitoring-Planprobe,Frischobst einschließlich Rhabarber,Birne,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Spanien,Unverarbeitet/roh,Kunststoff/-folie,2023-08-23,8
6969,0,Monitoring-Planprobe,Käse,Blauschimmelkäse Doppelrahmstufe,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Dänemark und Faröer,Verzehrsfähig vor-/zubereitet,Verpackt,2023-06-28,6
6970,0,EG(KKP)- und Monitoring-Planprobe,Kartoffeln und stärkereiche Pflanzenteile,Kartoffel vorwiegend festkochend,Erzeuger von Getreide,Deutschland,Keine Angabe,Karton/Pappe,2023-04-20,4
6971,0,Monitoring-Planprobe,Hülsenfrüchte Ölsamen Schalenobst,Leinsamen aufgebrochen/geschrotet,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Ungeklärt,Gemahlen/geschrotet,Kunststoff/-folie,2023-05-23,5
6973,0,Monitoring-Planprobe,Biere bierähnliche Getränke und Rohstoffe für die Bierherstellung,Vollbier hell untergärig,Getränkeabholmarkt,Deutschland,Keine Angabe,Glas,2023-11-21,11
6974,0,Monitoring-Planprobe,Käse,Blauschimmelkäse Vollfettstufe,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Italien,Keine Angabe,Kunststoff/-folie,2023-03-01,3
6975,0,Monitoring-Planprobe,Käse,Blauschimmelkäse Vollfettstufe,Metzgereifiliale Fleischereifiliale und (eigenständige) -verkaufsabteilung,Deutschland,Gekühlt,Unverpackt,2023-12-11,12
6976,0,Monitoring-Planprobe,Obstprodukte ausgenommen 310000 und 410000 einschl. Rhabarber,Dattel getrocknet,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Tunesien,Getrocknet,Kombinationsverpackung aus Pappe und Folie,2023-10-23,10
6977,0,Monitoring-Planprobe,Hülsenfrüchte Ölsamen Schalenobst,Tofu,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Deutschland,Keine Angabe,Kunststoff/-folie,2023-03-08,3
6979,0,EG(KKP)- und Monitoring-Planprobe,Hülsenfrüchte Ölsamen Schalenobst,Bohne weiß,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Ungeklärt,Keine Angabe,Keine Angabe,2023-09-12,9
6980,0,EG(KKP)- und Monitoring-Planprobe,Frischobst einschließlich Rhabarber,Orange,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Deutschland,Keine Angabe,Keine Angabe,2023-02-07,2
6981,0,EG(KKP)- und Monitoring-Planprobe,Frischobst einschließlich Rhabarber,Birne,Einzelhändler,Argentinien,Unverarbeitet/roh,Keine Angabe,2023-05-09,5
6984,0,Monitoring-Planprobe,Fleisch warmblütiger Tiere auch tiefgefroren,Fleischteilstück Wildschwein auch tiefgefroren,Wildsammelstelle/Wildkammer,Deutschland,Keine Angabe,Keine Angabe,2023-10-13,10
6985,0,EG(KKP)- und Monitoring-Planprobe,Säuglings- und Kleinkindernahrungen,Säuglingsmilchnahrung PRE,Drogerie/Parfümerie,Deutschland,Verzehrsfertig/tischfertig vor-/zubereitet,Kunststoff/-folie,2023-06-12,6
6986,0,Monitoring-Projektprobe,Käse,Grana Padano Hartkäse andere,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Italien,Keine Angabe,Keine Angabe,2023-06-08,6
6987,0,EG(KKP)- und Monitoring-Planprobe,Kartoffeln und stärkereiche Pflanzenteile,Kartoffel früh,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Deutschland,Keine Angabe,Keine Angabe,2023-07-18,7
6988,0,Monitoring-Planprobe,Frischobst einschließlich Rhabarber,Zitrone,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Spanien,Keine Angabe,Kunststoff/-folie,2023-03-16,3
6989,0,Monitoring-Planprobe,Frischgemüse ausgenommen Rhabarber,Gurke,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Niederlande,Unverarbeitet/roh,Keine Angabe,2023-07-19,7
6990,0,Monitoring-Planprobe,Fleisch warmblütiger Tiere auch tiefgefroren,Brust Ente auch tiefgefroren,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),"Frankreich, einschl. Korsika",Tiefgekühlt/tiefgefroren,Kunststoff/-folie,2023-12-18,12
6991,0,EG(KKP)- und Monitoring-Planprobe,Frischgemüse ausgenommen Rhabarber,Blumenkohl,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Deutschland,Keine Angabe,Keine Angabe,2023-05-23,5
6992,0,Monitoring-Planprobe,Getreide,Langkornreis,Drogerie/Parfümerie,"Indien, einschl. Sikkim und Goa",Gereinigt,Verpackt,2023-06-26,6
6995,0,Monitoring-Planprobe,Getreide,Langkornreis,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Ohne Angabe,Gereinigt,Verpackt,2023-02-22,2
6996,0,Monitoring-Planprobe,Fischerzeugnisse,Schlankwels auch Stücke küchenmäss. vorber. auch tiefgefr.,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Vietnam,Ohne Haut,Kunststoff/-folie,2023-02-09,2
